,Name_number,phylomatic.input,phylomatic.all.lower,Name_submitted,Overall_score,Name_matched,Name_matched_rank,Name_score,Name_matched_author,Name_matched_url,Author_matched,Author_score,Family_matched,Family_score,Name_matched_accepted_family,Genus_matched,Genus_score,Specific_epithet_matched,Specific_epithet_score,Infraspecific_rank,Infraspecific_epithet_matched,Infraspecific_epithet_score,Infraspecific_rank_2,Infraspecific_epithet_2_matched,Infraspecific_epithet_2_score,Annotations,Unmatched_terms,Taxonomic_status,Accepted_name,Accepted_name_author,Accepted_name_rank,Accepted_name_url,Accepted_name_species,Accepted_name_family,Selected,Source,Warnings,Accepted_name_lsid
1,0,fabaceae/acacia/Acacia_melanoxylon,fabaceae/acacia/acacia_melanoxylon,Acacia melanoxylon,1,Acacia melanoxylon,species,1,R. Br.,http://www.tropicos.org/Name/13024220;http://plants.usda.gov/java/profile?symbol=ACME,,NA,NA,NA,Fabaceae,Acacia,1,melanoxylon,1,,,NA,NA,NA,NA,NA,,Accepted,Acacia melanoxylon,R. Br.,species,http://www.tropicos.org/Name/13024220;http://plants.usda.gov/java/profile?symbol=ACME,Acacia melanoxylon,Fabaceae,TRUE,tropicos;usda, ,
2,1,sapindaceae/acer/Acer_barbatum,sapindaceae/acer/acer_barbatum,Acer barbatum,1,Acer barbatum,species,1,Michx.,http://www.tropicos.org/Name/200076;http://plants.usda.gov/java/profile?symbol=ACBA3,,NA,NA,NA,Sapindaceae,Acer,1,barbatum,1,,,NA,NA,NA,NA,NA,,Accepted,Acer barbatum,Michx.,species,http://www.tropicos.org/Name/200076;http://plants.usda.gov/java/profile?symbol=ACBA3,Acer barbatum,Sapindaceae,TRUE,tropicos;usda, ,
3,2,sapindaceae/acer/Acer_pictum subsp. mono,sapindaceae/acer/acer_pictum subsp. mono,Acer mono,1,Acer mono,species,1,Maxim.,http://www.tropicos.org/Name/200047,,NA,NA,NA,Sapindaceae,Acer,1,mono,1,,,NA,NA,NA,NA,NA,,Synonym,Acer pictum subsp. mono,(Maxim.) H. Ohashi,subspecies,http://www.tropicos.org/Name/50161666,Acer pictum,Sapindaceae,TRUE,tropicos, ,
4,3,sapindaceae/acer/Acer_negundo,sapindaceae/acer/acer_negundo,Acer negundo,1,Acer negundo,species,1,L.,http://www.tropicos.org/Name/200001;http://plants.usda.gov/java/profile?symbol=ACNE2,,NA,NA,NA,Sapindaceae,Acer,1,negundo,1,,,NA,NA,NA,NA,NA,,Accepted,Acer negundo,L.,species,http://www.tropicos.org/Name/200001;http://plants.usda.gov/java/profile?symbol=ACNE2,Acer negundo,Sapindaceae,TRUE,tropicos;usda, ,
5,4,sapindaceae/acer/Acer_platanoides,sapindaceae/acer/acer_platanoides,Acer platanoides,1,Acer platanoides,species,1,L.,http://www.tropicos.org/Name/200035;http://plants.usda.gov/java/profile?symbol=ACPL,,NA,NA,NA,Sapindaceae,Acer,1,platanoides,1,,,NA,NA,NA,NA,NA,,Accepted,Acer platanoides,L.,species,http://www.tropicos.org/Name/200035;http://plants.usda.gov/java/profile?symbol=ACPL,Acer platanoides,Sapindaceae,TRUE,tropicos;usda, ,
6,5,sapindaceae/acer/Acer_pseudoplatanus,sapindaceae/acer/acer_pseudoplatanus,Acer pseudoplatanus,1,Acer pseudoplatanus,species,1,L.,http://www.tropicos.org/Name/200008;http://plants.usda.gov/java/profile?symbol=ACPS,,NA,NA,NA,Sapindaceae,Acer,1,pseudoplatanus,1,,,NA,NA,NA,NA,NA,,Accepted,Acer pseudoplatanus,L.,species,http://www.tropicos.org/Name/200008;http://plants.usda.gov/java/profile?symbol=ACPS,Acer pseudoplatanus,Sapindaceae,TRUE,tropicos;usda, ,
7,6,sapindaceae/acer/Acer_rubrum,sapindaceae/acer/acer_rubrum,Acer rubrum,1,Acer rubrum,species,1,L.,http://www.tropicos.org/Name/200014;http://plants.usda.gov/java/profile?symbol=ACRU,,NA,NA,NA,Sapindaceae,Acer,1,rubrum,1,,,NA,NA,NA,NA,NA,,Accepted,Acer rubrum,L.,species,http://www.tropicos.org/Name/200014;http://plants.usda.gov/java/profile?symbol=ACRU,Acer rubrum,Sapindaceae,TRUE,tropicos;usda, ,
8,7,sapindaceae/acer/Acer_saccharinum,sapindaceae/acer/acer_saccharinum,Acer saccharinum,1,Acer saccharinum,species,1,L.,http://www.tropicos.org/Name/200038;http://plants.usda.gov/java/profile?symbol=ACSA2,,NA,NA,NA,Sapindaceae,Acer,1,saccharinum,1,,,NA,NA,NA,NA,NA,,Accepted,Acer saccharinum,L.,species,http://www.tropicos.org/Name/200038;http://plants.usda.gov/java/profile?symbol=ACSA2,Acer saccharinum,Sapindaceae,TRUE,tropicos;usda, ,
9,8,sapindaceae/acer/Acer_saccharum,sapindaceae/acer/acer_saccharum,Acer saccharum,1,Acer saccharum,species,1,Marshall,http://www.tropicos.org/Name/200039,,NA,NA,NA,Sapindaceae,Acer,1,saccharum,1,,,NA,NA,NA,NA,NA,,Accepted,Acer saccharum,Marshall,species,http://www.tropicos.org/Name/200039,Acer saccharum,Sapindaceae,TRUE,tropicos, ,
10,9,sapindaceae/aesculus/Aesculus_hippocastanum,sapindaceae/aesculus/aesculus_hippocastanum,Aesculus hippocastanum,1,Aesculus hippocastanum,species,1,L.,http://www.tropicos.org/Name/15500008;http://plants.usda.gov/java/profile?symbol=AEHI,,NA,NA,NA,Sapindaceae,Aesculus,1,hippocastanum,1,,,NA,NA,NA,NA,NA,,Accepted,Aesculus hippocastanum,L.,species,http://www.tropicos.org/Name/15500008;http://plants.usda.gov/java/profile?symbol=AEHI,Aesculus hippocastanum,Sapindaceae,TRUE,tropicos;usda, ,
11,10,simaroubaceae/ailanthus/Ailanthus_altissima,simaroubaceae/ailanthus/ailanthus_altissima,Ailanthus altissima,1,Ailanthus altissima,species,1,(Mill.) Swingle,http://www.tropicos.org/Name/29400088;http://plants.usda.gov/java/profile?symbol=AIAL,,NA,NA,NA,Simaroubaceae,Ailanthus,1,altissima,1,,,NA,NA,NA,NA,NA,,Accepted,Ailanthus altissima,(Mill.) Swingle,species,http://www.tropicos.org/Name/29400088;http://plants.usda.gov/java/profile?symbol=AIAL,Ailanthus altissima,Simaroubaceae,TRUE,tropicos;usda, ,
12,11,betulaceae/alnus/Alnus_acuminata,betulaceae/alnus/alnus_acuminata,Alnus acuminata,1,Alnus acuminata,species,1,Kunth,http://www.tropicos.org/Name/3600081,,NA,NA,NA,Betulaceae,Alnus,1,acuminata,1,,,NA,NA,NA,NA,NA,,Accepted,Alnus acuminata,Kunth,species,http://www.tropicos.org/Name/3600081,Alnus acuminata,Betulaceae,TRUE,tropicos, ,
13,12,betulaceae/alnus/Alnus_glutinosa,betulaceae/alnus/alnus_glutinosa,Alnus glutinosa,1,Alnus glutinosa,species,1,(L.) Gaertn.,http://www.tropicos.org/Name/3600001;http://plants.usda.gov/java/profile?symbol=ALGL2,,NA,NA,NA,Betulaceae,Alnus,1,glutinosa,1,,,NA,NA,NA,NA,NA,,Accepted,Alnus glutinosa,(L.) Gaertn.,species,http://www.tropicos.org/Name/3600001;http://plants.usda.gov/java/profile?symbol=ALGL2,Alnus glutinosa,Betulaceae,TRUE,tropicos;usda, ,
14,13,betulaceae/alnus/Alnus_hirsuta,betulaceae/alnus/alnus_hirsuta,Alnus hirsuta,1,Alnus hirsuta,species,1,Turcz. ex Rupr.,http://www.tropicos.org/Name/3600204,,NA,NA,NA,Betulaceae,Alnus,1,hirsuta,1,,,NA,NA,NA,NA,NA,,Accepted,Alnus hirsuta,Turcz. ex Rupr.,species,http://www.tropicos.org/Name/3600204,Alnus hirsuta,Betulaceae,TRUE,tropicos, ,
15,14,betulaceae/alnus/Alnus_incana,betulaceae/alnus/alnus_incana,Alnus incana,1,Alnus incana,species,1,(L.) Moench,http://www.tropicos.org/Name/3600002;http://plants.usda.gov/java/profile?symbol=ALIN2,,NA,NA,NA,Betulaceae,Alnus,1,incana,1,,,NA,NA,NA,NA,NA,,Accepted,Alnus incana,(L.) Moench,species,http://www.tropicos.org/Name/3600002;http://plants.usda.gov/java/profile?symbol=ALIN2,Alnus incana,Betulaceae,TRUE,tropicos;usda, ,
16,15,betulaceae/alnus/Alnus_incana ssp. tenuifolia,betulaceae/alnus/alnus_incana ssp. tenuifolia,Alnus incana (L.) Moench ssp. tenuifolia,1,Alnus incana ssp. tenuifolia,subspecies,1,(Nutt.) Breitung,http://plants.usda.gov/java/profile?symbol=ALINT,,NA,NA,NA,Betulaceae,Alnus,1,incana,1,subsp.,tenuifolia,1,NA,NA,NA,NA,,Accepted,Alnus incana ssp. tenuifolia,(Nutt.) Breitung,subspecies,http://plants.usda.gov/java/profile?symbol=ALINT,Alnus incana,Betulaceae,TRUE,usda, ,
17,16,betulaceae/alnus/Alnus_incana ssp. rugosa,betulaceae/alnus/alnus_incana ssp. rugosa,Alnus incana ssp. rugosa,1,Alnus incana ssp. rugosa,subspecies,1,(Du Roi) R.T. Clausen,http://plants.usda.gov/java/profile?symbol=ALINR,,NA,NA,NA,Betulaceae,Alnus,1,incana,1,subsp.,rugosa,1,NA,NA,NA,NA,,Accepted,Alnus incana ssp. rugosa,(Du Roi) R.T. Clausen,subspecies,http://plants.usda.gov/java/profile?symbol=ALINR,Alnus incana,Betulaceae,TRUE,usda, ,
18,17,betulaceae/alnus/Alnus_oblongifolia,betulaceae/alnus/alnus_oblongifolia,Alnus oblongifolia,1,Alnus oblongifolia,species,1,Torr.,http://www.tropicos.org/Name/3600057;http://plants.usda.gov/java/profile?symbol=ALOB2,,NA,NA,NA,Betulaceae,Alnus,1,oblongifolia,1,,,NA,NA,NA,NA,NA,,Accepted,Alnus oblongifolia,Torr.,species,http://www.tropicos.org/Name/3600057;http://plants.usda.gov/java/profile?symbol=ALOB2,Alnus oblongifolia,Betulaceae,TRUE,tropicos;usda, ,
19,18,betulaceae/alnus/Alnus_rubra,betulaceae/alnus/alnus_rubra,Alnus rubra,1,Alnus rubra,species,1,Bong.,http://www.tropicos.org/Name/3600058;http://plants.usda.gov/java/profile?symbol=ALRU2,,NA,NA,NA,Betulaceae,Alnus,1,rubra,1,,,NA,NA,NA,NA,NA,,Accepted,Alnus rubra,Bong.,species,http://www.tropicos.org/Name/3600058;http://plants.usda.gov/java/profile?symbol=ALRU2,Alnus rubra,Betulaceae,TRUE,tropicos;usda, ,
20,19,betulaceae/alnus/Alnus_serrulata,betulaceae/alnus/alnus_serrulata,Alnus serrulata,1,Alnus serrulata,species,1,(Aiton) Willd.,http://www.tropicos.org/Name/3600055;http://plants.usda.gov/java/profile?symbol=ALSE2,,NA,NA,NA,Betulaceae,Alnus,1,serrulata,1,,,NA,NA,NA,NA,NA,,Accepted,Alnus serrulata,(Aiton) Willd.,species,http://www.tropicos.org/Name/3600055;http://plants.usda.gov/java/profile?symbol=ALSE2,Alnus serrulata,Betulaceae,TRUE,tropicos;usda, ,
21,20,betulaceae/alnus/Alnus_viridis,betulaceae/alnus/alnus_viridis,Alnus viridis,1,Alnus viridis,species,1,(Chaix) DC.,http://www.tropicos.org/Name/3600486;http://plants.usda.gov/java/profile?symbol=ALVI5,,NA,NA,NA,Betulaceae,Alnus,1,viridis,1,,,NA,NA,NA,NA,NA,,Accepted,Alnus viridis,(Chaix) DC.,species,http://www.tropicos.org/Name/3600486;http://plants.usda.gov/java/profile?symbol=ALVI5,Alnus viridis,Betulaceae,TRUE,tropicos;usda, ,
22,21,betulaceae/alnus/Alnus_viridis ssp. crispa,betulaceae/alnus/alnus_viridis ssp. crispa,Alnus viridis ssp. crispa,1,Alnus viridis ssp. crispa,subspecies,1,(Aiton) Turrill,http://plants.usda.gov/java/profile?symbol=ALVIC,,NA,NA,NA,Betulaceae,Alnus,1,viridis,1,subsp.,crispa,1,NA,NA,NA,NA,,Accepted,Alnus viridis ssp. crispa,(Aiton) Turrill,subspecies,http://plants.usda.gov/java/profile?symbol=ALVIC,Alnus viridis,Betulaceae,TRUE,usda, ,
23,22,apocynaceae/alstonia/Alstonia_macrophylla,apocynaceae/alstonia/alstonia_macrophylla,Alstonia macrophylla,1,Alstonia macrophylla,species,1,Wall. ex G. Don,http://www.tropicos.org/Name/1805828;http://plants.usda.gov/java/profile?symbol=ALMA16,,NA,NA,NA,Apocynaceae,Alstonia,1,macrophylla,1,,,NA,NA,NA,NA,NA,,Accepted,Alstonia macrophylla,Wall. ex G. Don,species,http://www.tropicos.org/Name/1805828;http://plants.usda.gov/java/profile?symbol=ALMA16,Alstonia macrophylla,Apocynaceae,TRUE,tropicos;usda, ,
24,23,anacardiaceae/anacardium/Anacardium_excelsum,anacardiaceae/anacardium/anacardium_excelsum,Anacardium excelsum,1,Anacardium excelsum,species,1,(Kunth) Skeels,http://www.tropicos.org/Name/1300302,,NA,NA,NA,Anacardiaceae,Anacardium,1,excelsum,1,,,NA,NA,NA,NA,NA,,Accepted,Anacardium excelsum,(Kunth) Skeels,species,http://www.tropicos.org/Name/1300302,Anacardium excelsum,Anacardiaceae,TRUE,tropicos, ,
25,24,emmotaceae/apodytes/Apodytes_brachystylis,emmotaceae/apodytes/apodytes_brachystylis,Apodytes brachystylis,0.99,Apodytes brachystylis,species,0.99,F. Muell.,http://www.tropicos.org/Name/100290351,,NA,NA,NA,Emmotaceae,Apodytes,1,brachystylis,0.92,,,NA,NA,NA,NA,NA,,No opinion,Apodytes brachystylis,F. Muell.,,,,,TRUE,tropicos, ,
26,25,primulaceae/ardisia/Bladhia_brevipedata,primulaceae/ardisia/bladhia_brevipedata,Ardisia brevipedata,1,Ardisia brevipedata,species,1,F. Muell.,http://www.tropicos.org/Name/50243645,,NA,NA,NA,Primulaceae,Ardisia,1,brevipedata,1,,,NA,NA,NA,NA,NA,,Synonym,Bladhia brevipedata,(F. Muell.) F. Muell.,species,http://www.tropicos.org/Name/50285154,Bladhia brevipedata,Primulaceae,TRUE,tropicos, ,
27,26,elaeocarpaceae/aristotelia/Aristotelia_serrata,elaeocarpaceae/aristotelia/aristotelia_serrata,Aristotelia serrata,1,Aristotelia serrata,species,1,Oliv.,http://www.tropicos.org/Name/100292349,,NA,NA,NA,Elaeocarpaceae,Aristotelia,1,serrata,1,,,NA,NA,NA,NA,NA,,No opinion,Aristotelia serrata,Oliv.,,,,,TRUE,tropicos, ,
28,27,poaceae/arundinaria/Oligostachyum_shiuyingianum,poaceae/arundinaria/oligostachyum_shiuyingianum,Arundinaria shiuyingiana,1,Arundinaria shiuyingiana,species,1,L.C. Chia & But,http://www.tropicos.org/Name/25540849,,NA,NA,NA,Poaceae,Arundinaria,1,shiuyingiana,1,,,NA,NA,NA,NA,NA,,Synonym,Oligostachyum shiuyingianum,(L.C. Chia & But) G.H. Ye & Z.P. Wang,species,http://www.tropicos.org/Name/50079393,Oligostachyum shiuyingianum,Poaceae,TRUE,tropicos, ,
29,28,atherospermataceae/atherosperma/Atherosperma_moschatum,atherospermataceae/atherosperma/atherosperma_moschatum,Atherosperma moschatum,1,Atherosperma moschatum,species,1,Labill.,http://www.tropicos.org/Name/50146097,,NA,NA,NA,Atherospermataceae,Atherosperma,1,moschatum,1,,,NA,NA,NA,NA,NA,,No opinion,Atherosperma moschatum,Labill.,,,,,TRUE,tropicos, ,
30,29,poaceae/bambusa/Bambusa_,poaceae/bambusa/bambusa_,Bambusa sp.,0.9,Bambusa,genus,1,Schreb.,http://www.tropicos.org/Name/40024476,,NA,NA,NA,Poaceae,Bambusa,1,,NA,,,NA,NA,NA,NA,NA,sp.,Accepted,Bambusa ,Schreb.,genus,http://www.tropicos.org/Name/40024476,,Poaceae,TRUE,tropicos, ,
31,30,fabaceae/bauhinia/Bauhinia_purpurea,fabaceae/bauhinia/bauhinia_purpurea,Bauhinia purpurea,1,Bauhinia purpurea,species,1,L.,http://www.tropicos.org/Name/13047080;http://plants.usda.gov/java/profile?symbol=BAPU,,NA,NA,NA,Fabaceae,Bauhinia,1,purpurea,1,,,NA,NA,NA,NA,NA,,Accepted,Bauhinia purpurea,L.,species,http://www.tropicos.org/Name/13047080;http://plants.usda.gov/java/profile?symbol=BAPU,Bauhinia purpurea,Fabaceae,TRUE,tropicos;usda, [Ambiguous match] ,
32,31,fabaceae/bauhinia/Bauhinia_variegata,fabaceae/bauhinia/bauhinia_variegata,Bauhinia variegata,1,Bauhinia variegata,species,1,L.,http://www.tropicos.org/Name/13027460;http://plants.usda.gov/java/profile?symbol=BAVA,,NA,NA,NA,Fabaceae,Bauhinia,1,variegata,1,,,NA,NA,NA,NA,NA,,Accepted,Bauhinia variegata,L.,species,http://www.tropicos.org/Name/13027460;http://plants.usda.gov/java/profile?symbol=BAVA,Bauhinia variegata,Fabaceae,TRUE,tropicos;usda, ,
33,32,lauraceae/beilschmiedia/Beilschmiedia_tawa,lauraceae/beilschmiedia/beilschmiedia_tawa,Beilschmiedia tawa,1,Beilschmiedia tawa,species,1,(A. Cunn.) Kirk,http://www.tropicos.org/Name/17802105,,NA,NA,NA,Lauraceae,Beilschmiedia,1,tawa,1,,,NA,NA,NA,NA,NA,,Accepted,Beilschmiedia tawa,(A. Cunn.) Kirk,species,http://www.tropicos.org/Name/17802105,Beilschmiedia tawa,Lauraceae,TRUE,tropicos, ,
34,33,betulaceae/betula/Betula_occidentalis,betulaceae/betula/betula_occidentalis,Betula occidentalis,1,Betula occidentalis,species,1,Hook.,http://www.tropicos.org/Name/3600016;http://plants.usda.gov/java/profile?symbol=BEOC2,,NA,NA,NA,Betulaceae,Betula,1,occidentalis,1,,,NA,NA,NA,NA,NA,,Accepted,Betula occidentalis,Hook.,species,http://www.tropicos.org/Name/3600016;http://plants.usda.gov/java/profile?symbol=BEOC2,Betula occidentalis,Betulaceae,TRUE,tropicos;usda, ,
35,34,betulaceae/betula/Betula_papyrifera,betulaceae/betula/betula_papyrifera,Betula papyrifera,1,Betula papyrifera,species,1,Marshall,http://www.tropicos.org/Name/3600017,,NA,NA,NA,Betulaceae,Betula,1,papyrifera,1,,,NA,NA,NA,NA,NA,,Accepted,Betula papyrifera,Marshall,species,http://www.tropicos.org/Name/3600017,Betula papyrifera,Betulaceae,TRUE,tropicos, ,
36,35,betulaceae/betula/Betula_pendula,betulaceae/betula/betula_pendula,Betula pendula,1,Betula pendula,species,1,Roth,http://www.tropicos.org/Name/3600018;http://plants.usda.gov/java/profile?symbol=BEPE3,,NA,NA,NA,Betulaceae,Betula,1,pendula,1,,,NA,NA,NA,NA,NA,,Accepted,Betula pendula,Roth,species,http://www.tropicos.org/Name/3600018;http://plants.usda.gov/java/profile?symbol=BEPE3,Betula pendula,Betulaceae,TRUE,tropicos;usda, ,
37,36,betulaceae/betula/Betula_pubescens,betulaceae/betula/betula_pubescens,Betula pubescens,1,Betula pubescens,species,1,Ehrh.,http://www.tropicos.org/Name/3600019,,NA,NA,NA,Betulaceae,Betula,1,pubescens,1,,,NA,NA,NA,NA,NA,,No opinion,Betula pubescens,Ehrh.,,,,,TRUE,tropicos, ,
38,37,blechnaceae/blechnum/Blechnum_nudum,blechnaceae/blechnum/blechnum_nudum,Blechnum nudum,1,Blechnum nudum,species,1,(Labill.) Luerss.,http://www.tropicos.org/Name/26624530,,NA,NA,NA,Blechnaceae,Blechnum,1,nudum,1,,,NA,NA,NA,NA,NA,,Accepted,Blechnum nudum,(Labill.) Luerss.,species,http://www.tropicos.org/Name/26624530,Blechnum nudum,Blechnaceae,TRUE,tropicos, ,
39,38,scrophulariaceae/buddleja/Buddleja_davidii,scrophulariaceae/buddleja/buddleja_davidii,Buddleja davidii,1,Buddleja davidii,species,1,Franch.,http://www.tropicos.org/Name/19000534;http://plants.usda.gov/java/profile?symbol=BUDA2,,NA,NA,NA,Scrophulariaceae,Buddleja,1,davidii,1,,,NA,NA,NA,NA,NA,,Accepted,Buddleja davidii,Franch.,species,http://www.tropicos.org/Name/19000534;http://plants.usda.gov/java/profile?symbol=BUDA2,Buddleja davidii,Scrophulariaceae,TRUE,tropicos;usda, ,
40,39,poaceae/calamagrostis/Calamagrostis_canadensis,poaceae/calamagrostis/calamagrostis_canadensis,Calamagrostis canadensis,1,Calamagrostis canadensis,species,1,(Michx.) P. Beauv.,http://www.tropicos.org/Name/25511723;http://plants.usda.gov/java/profile?symbol=CACA4,,NA,NA,NA,Poaceae,Calamagrostis,1,canadensis,1,,,NA,NA,NA,NA,NA,,Accepted,Calamagrostis canadensis,(Michx.) P. Beauv.,species,http://www.tropicos.org/Name/25511723;http://plants.usda.gov/java/profile?symbol=CACA4,Calamagrostis canadensis,Poaceae,TRUE,tropicos;usda, ,
41,40,meliaceae/carapa/Carapa_guianensis,meliaceae/carapa/carapa_guianensis,Carapa guianensis,1,Carapa guianensis,species,1,Aubl.,http://www.tropicos.org/Name/20400362;http://plants.usda.gov/java/profile?symbol=CAGU6,,NA,NA,NA,Meliaceae,Carapa,1,guianensis,1,,,NA,NA,NA,NA,NA,,Accepted,Carapa guianensis,Aubl.,species,http://www.tropicos.org/Name/20400362;http://plants.usda.gov/java/profile?symbol=CAGU6,Carapa guianensis,Meliaceae,TRUE,tropicos;usda, ,
42,41,cyperaceae/carex/Carex_,cyperaceae/carex/carex_,Carex sp.,0.9,Carex,genus,1,L.,http://www.tropicos.org/Name/40001437,,NA,NA,NA,Cyperaceae,Carex,1,,NA,,,NA,NA,NA,NA,NA,sp.,Accepted,Carex ,L.,genus,http://www.tropicos.org/Name/40001437,,Cyperaceae,TRUE,tropicos, ,
43,42,betulaceae/carpinus/Carpinus_caroliniana,betulaceae/carpinus/carpinus_caroliniana,Carpinus caroliniana,1,Carpinus caroliniana,species,1,Walter,http://www.tropicos.org/Name/3600080;http://plants.usda.gov/java/profile?symbol=CACA18,,NA,NA,NA,Betulaceae,Carpinus,1,caroliniana,1,,,NA,NA,NA,NA,NA,,Accepted,Carpinus caroliniana,Walter,species,http://www.tropicos.org/Name/3600080;http://plants.usda.gov/java/profile?symbol=CACA18,Carpinus caroliniana,Betulaceae,TRUE,tropicos;usda, ,
44,43,juglandaceae/carya/Carya_alba,juglandaceae/carya/carya_alba,Carya alba,1,Carya alba,species,1,(L.) K. Koch,http://www.tropicos.org/Name/16700138,,NA,NA,NA,Juglandaceae,Carya,1,alba,1,,,NA,NA,NA,NA,NA,,Accepted,Carya alba,(L.) K. Koch,species,http://www.tropicos.org/Name/16700138,Carya alba,Juglandaceae,TRUE,tropicos, ,
45,44,juglandaceae/carya/Carya_glabra,juglandaceae/carya/carya_glabra,Carya glabra,1,Carya glabra,species,1,(Mill.) Sweet,http://www.tropicos.org/Name/16700022;http://plants.usda.gov/java/profile?symbol=CAGL8,,NA,NA,NA,Juglandaceae,Carya,1,glabra,1,,,NA,NA,NA,NA,NA,,Accepted,Carya glabra,(Mill.) Sweet,species,http://www.tropicos.org/Name/16700022;http://plants.usda.gov/java/profile?symbol=CAGL8,Carya glabra,Juglandaceae,TRUE,tropicos;usda, ,
46,45,fagaceae/castanea/Castanea_sativa,fagaceae/castanea/castanea_sativa,Castanea sativa,1,Castanea sativa,species,1,Mill.,http://www.tropicos.org/Name/13100366;http://plants.usda.gov/java/profile?symbol=CASA27,,NA,NA,NA,Fagaceae,Castanea,1,sativa,1,,,NA,NA,NA,NA,NA,,Accepted,Castanea sativa,Mill.,species,http://www.tropicos.org/Name/13100366;http://plants.usda.gov/java/profile?symbol=CASA27,Castanea sativa,Fagaceae,TRUE,tropicos;usda, ,
47,46,fagaceae/castanopsis/Castanopsis_fissa,fagaceae/castanopsis/castanopsis_fissa,Castanopsis fissa,1,Castanopsis fissa,species,1,(Champ. ex Benth.) Rehder & E.H. Wilson,http://www.tropicos.org/Name/13100634,,NA,NA,NA,Fagaceae,Castanopsis,1,fissa,1,,,NA,NA,NA,NA,NA,,Accepted,Castanopsis fissa,(Champ. ex Benth.) Rehder & E.H. Wilson,species,http://www.tropicos.org/Name/13100634,Castanopsis fissa,Fagaceae,TRUE,tropicos, ,
48,47,moraceae/castilla/Castilla_elastica,moraceae/castilla/castilla_elastica,Castilla elastica,1,Castilla elastica,species,1,Sessé ex Cerv.,http://www.tropicos.org/Name/21300578,,NA,NA,NA,Moraceae,Castilla,1,elastica,1,,,NA,NA,NA,NA,NA,,Accepted,Castilla elastica,Sessé ex Cerv.,species,http://www.tropicos.org/Name/21300578,Castilla elastica,Moraceae,TRUE,tropicos, ,
49,48,casuarinaceae/casuarina/Casuarina_cunninghamiana,casuarinaceae/casuarina/casuarina_cunninghamiana,Casuarina cunninghamiana,1,Casuarina cunninghamiana,species,1,Miq.,http://www.tropicos.org/Name/6400005;http://plants.usda.gov/java/profile?symbol=CACU8,,NA,NA,NA,Casuarinaceae,Casuarina,1,cunninghamiana,1,,,NA,NA,NA,NA,NA,,Accepted,Casuarina cunninghamiana,Miq.,species,http://www.tropicos.org/Name/6400005;http://plants.usda.gov/java/profile?symbol=CACU8,Casuarina cunninghamiana,Casuarinaceae,TRUE,tropicos;usda, ,
50,49,urticaceae/cecropia/Cecropia_latiloba,urticaceae/cecropia/cecropia_latiloba,Cecropia latiloba,1,Cecropia latiloba,species,1,Miq.,http://www.tropicos.org/Name/21300073,,NA,NA,NA,Urticaceae,Cecropia,1,latiloba,1,,,NA,NA,NA,NA,NA,,Accepted,Cecropia latiloba,Miq.,species,http://www.tropicos.org/Name/21300073,Cecropia latiloba,Urticaceae,TRUE,tropicos, ,
51,50,cannabaceae/celtis/Celtis_laevigata,cannabaceae/celtis/celtis_laevigata,Celtis laevigata,1,Celtis laevigata,species,1,Willd.,http://www.tropicos.org/Name/33300075;http://plants.usda.gov/java/profile?symbol=CELA,,NA,NA,NA,Cannabaceae,Celtis,1,laevigata,1,,,NA,NA,NA,NA,NA,,Accepted,Celtis laevigata,Willd.,species,http://www.tropicos.org/Name/33300075;http://plants.usda.gov/java/profile?symbol=CELA,Celtis laevigata,Cannabaceae,TRUE,tropicos;usda, ,
52,51,cannabaceae/celtis/Celtis_occidentalis,cannabaceae/celtis/celtis_occidentalis,Celtis occidentalis,1,Celtis occidentalis,species,1,L.,http://www.tropicos.org/Name/33300001;http://plants.usda.gov/java/profile?symbol=CEOC,,NA,NA,NA,Cannabaceae,Celtis,1,occidentalis,1,,,NA,NA,NA,NA,NA,,Accepted,Celtis occidentalis,L.,species,http://www.tropicos.org/Name/33300001;http://plants.usda.gov/java/profile?symbol=CEOC,Celtis occidentalis,Cannabaceae,TRUE,tropicos;usda, ,
53,52,poaceae/chionochloa/Chionochloa_rigida,poaceae/chionochloa/chionochloa_rigida,Chionochloa rigida,1,Chionochloa rigida,species,1,(Raoul) Zotov,http://www.tropicos.org/Name/25520180,,NA,NA,NA,Poaceae,Chionochloa,1,rigida,1,,,NA,NA,NA,NA,NA,,Accepted,Chionochloa rigida,(Raoul) Zotov,species,http://www.tropicos.org/Name/25520180,Chionochloa rigida,Poaceae,TRUE,tropicos, ,
54,53,melastomataceae/clidemia/Clidemia_,melastomataceae/clidemia/clidemia_,Clidemia sp.,0.9,Clidemia,genus,1,D. Don,http://www.tropicos.org/Name/40010330,,NA,NA,NA,Melastomataceae,Clidemia,1,,NA,,,NA,NA,NA,NA,NA,sp.,Accepted,Clidemia ,D. Don,genus,http://www.tropicos.org/Name/40010330,,Melastomataceae,TRUE,tropicos, ,
55,54,betulaceae/corylus/Corylus_avellana,betulaceae/corylus/corylus_avellana,Corlyus avellana,0.98,Corylus avellana,species,0.98,L.,http://www.tropicos.org/Name/3600036,,NA,NA,NA,Betulaceae,Corylus,0.86,avellana,1,,,NA,NA,NA,NA,NA,,No opinion,Corylus avellana,L.,,,,,TRUE,tropicos, ,
